Company_ID,Industry,Years_in_Business,Annual_Revenue_M,Website_Visits_30d,Whitepaper_Downloads,Credit_Score_Proxy,Prior_Amex_Relationship,Converted
9242,Healthcare,10,10.17,7,0,668,0,0
9243,Tech,5,8.53,5,1,784,0,1
9244,Healthcare,6,10.68,2,2,716,0,1
9245,Tech,8,24.89,2,0,685,1,0
9246,Consulting,24,12.27,6,2,679,0,1
9247,Healthcare,7,5.29,7,0,672,0,0
9248,Consulting,21,40.17,6,0,763,0,0
9249,Healthcare,18,27.22,4,0,698,0,0
9250,Retail,14,8.26,5,1,779,0,0
9251,Tech,15,23.84,7,1,698,0,1
9252,Retail,10,3.88,0,0,799,0,0
9253,Tech,21,29.23,7,2,750,0,1
9254,Manufacturing,12,17.35,5,0,698,1,0
9255,Healthcare,7,5.62,4,0,658,0,0
9256,Manufacturing,7,9.59,7,0,714,1,0
9257,Manufacturing,11,17.61,7,1,645,0,0
9258,Tech,13,40.42,7,0,710,0,1
9259,Retail,15,9.1,2,0,790,0,0
9260,Consulting,18,5.93,5,1,745,1,0
9261,Tech,7,26.04,5,0,677,0,1
9262,Consulting,6,28.16,4,0,680,0,1
9263,Manufacturing,23,4.97,7,0,722,0,0
9264,Consulting,11,14.58,5,1,677,0,0
9265,Retail,8,13.51,3,0,722,0,0
9266,Tech,20,9.72,3,0,672,0,0
9267,Retail,1,16.12,6,0,664,1,1
9268,Retail,8,2.34,4,0,670,0,0
9269,Tech,8,32.75,4,1,745,0,0
9270,Retail,19,49.43,9,0,716,0,0
9271,Healthcare,3,31.89,3,0,724,1,0
9272,Healthcare,5,18.37,5,2,786,0,0
9273,Healthcare,3,33.56,7,0,674,0,1
9274,Consulting,15,28.79,5,0,627,1,0
9275,Retail,14,42.41,3,0,717,0,0
9276,Tech,21,31.28,3,0,720,1,0
9277,Tech,15,31.89,6,0,720,0,0
9278,Consulting,24,11.47,4,0,684,0,0
9279,Tech,17,21.07,10,0,743,0,0
9280,Healthcare,18,17.55,7,2,750,1,1
9281,Retail,2,1.07,2,0,754,0,0
9282,Tech,12,16.01,9,0,712,0,0
9283,Tech,16,24.56,4,0,683,0,0
9284,Manufacturing,4,30.19,5,0,725,0,0
9285,Manufacturing,2,46.76,3,0,674,0,0
9286,Manufacturing,14,12.34,4,0,722,0,1
9287,Retail,11,8.05,5,0,738,0,0
9288,Healthcare,13,43.54,5,2,690,0,1
9289,Healthcare,7,47.12,5,1,669,1,0
9290,Healthcare,10,24.65,6,0,611,1,0
9291,Retail,24,6.2,7,0,782,1,0
9292,Retail,1,24.53,3,1,607,0,0
9293,Manufacturing,21,5.92,4,2,708,0,0
9294,Tech,4,44.22,5,0,762,0,1
9295,Consulting,18,35.55,7,0,640,0,1
9296,Consulting,6,12.44,4,2,798,0,1
9297,Tech,2,44.39,3,1,750,0,1
9298,Manufacturing,3,32.08,4,0,621,0,0
9299,Tech,14,47.69,5,0,701,0,0
9300,Tech,8,49.03,6,1,769,0,1
9301,Consulting,16,0.66,3,0,682,0,0
9302,Manufacturing,19,6.45,6,0,732,0,0
9303,Retail,18,27.57,9,2,720,0,1
9304,Consulting,6,47.81,5,0,744,0,0
9305,Retail,14,49.71,3,0,666,0,0
9306,Manufacturing,3,28.59,6,0,617,1,0
9307,Tech,16,9.1,2,0,727,0,0
9308,Healthcare,1,8.57,6,0,768,0,0
9309,Healthcare,12,38.31,6,0,687,0,1
9310,Manufacturing,14,29.8,6,2,725,0,0
9311,Healthcare,19,27.66,8,0,737,0,0
9312,Retail,22,23.56,2,0,658,0,0
9313,Healthcare,19,36.39,6,0,640,1,0
9314,Manufacturing,9,42.97,5,2,654,1,0
9315,Manufacturing,7,15.5,6,0,693,1,0
9316,Retail,14,11.44,2,0,696,0,0
9317,Healthcare,5,33.67,8,1,617,0,0
9318,Healthcare,18,45.78,7,0,722,1,1
9319,Tech,9,17.73,9,0,720,0,0
9320,Consulting,21,13.99,3,2,707,0,0
9321,Manufacturing,7,11.69,4,2,652,0,0
9322,Tech,9,13.1,4,0,775,0,0
9323,Manufacturing,4,7.18,1,0,674,0,0
9324,Tech,17,30.04,4,0,648,0,1
9325,Consulting,12,14.4,6,0,751,0,0
9326,Tech,6,30.94,7,1,694,0,1
9327,Manufacturing,18,4.61,4,0,530,0,0
9328,Healthcare,8,6.22,5,0,703,0,1
9329,Manufacturing,21,27.04,8,0,662,0,0
9330,Retail,15,25.82,5,0,627,0,0
9331,Retail,3,13.94,4,0,680,0,0
9332,Retail,2,41.44,6,0,651,0,0
9333,Retail,24,9.76,4,0,652,0,0
9334,Consulting,23,18.35,4,0,709,0,0
9335,Healthcare,9,28.0,5,0,751,0,0
9336,Healthcare,8,43.43,6,0,610,0,0
9337,Manufacturing,4,21.22,6,0,755,0,0
9338,Tech,2,20.23,3,0,692,0,0
9339,Manufacturing,14,29.19,4,0,784,0,0
9340,Manufacturing,2,16.18,7,0,746,0,0
9341,Manufacturing,2,35.6,3,0,603,0,0
9342,Manufacturing,22,12.81,2,0,713,0,1
9343,Healthcare,7,41.25,5,0,732,0,0
9344,Tech,12,13.98,6,0,656,0,0
9345,Manufacturing,6,49.64,3,2,747,0,1
9346,Healthcare,18,16.16,8,2,735,1,0
9347,Manufacturing,4,44.0,10,1,688,1,1
9348,Retail,19,20.17,2,0,698,0,0
9349,Manufacturing,13,12.68,4,1,687,0,0
9350,Manufacturing,20,11.7,7,1,720,1,0
9351,Consulting,21,42.58,4,0,758,1,1
9352,Retail,23,15.78,5,0,682,1,0
9353,Tech,2,17.26,6,0,719,1,0
9354,Manufacturing,8,10.25,3,0,738,0,0
9355,Tech,19,48.09,2,1,799,1,1
9356,Retail,9,12.61,8,0,658,0,0
9357,Manufacturing,4,12.75,7,0,630,0,0
9358,Consulting,16,47.22,8,0,683,1,0
9359,Healthcare,19,45.09,6,0,752,0,1
9360,Consulting,10,12.82,7,2,617,1,0
9361,Consulting,6,43.3,3,2,720,0,0
9362,Healthcare,16,12.87,7,0,658,1,0
9363,Healthcare,10,4.68,4,0,673,0,0
9364,Healthcare,13,41.11,2,0,694,1,0
9365,Manufacturing,9,38.69,5,0,702,0,0
9366,Tech,7,15.09,4,0,631,0,0
9367,Tech,4,4.96,6,1,648,0,0
9368,Healthcare,19,10.72,5,0,702,0,0
9369,Consulting,4,38.67,5,0,758,0,0
9370,Retail,19,48.26,4,0,781,0,0
9371,Healthcare,19,13.32,10,0,763,0,0
9372,Consulting,12,41.0,6,0,636,0,0
9373,Consulting,13,11.78,1,0,684,0,0
9374,Manufacturing,4,34.14,4,0,688,0,0
9375,Manufacturing,10,4.64,3,0,749,0,0
9376,Tech,21,29.47,6,2,763,1,1
9377,Tech,7,13.82,5,1,714,0,0
9378,Retail,5,46.33,9,0,754,1,0
9379,Retail,17,14.84,4,0,850,0,0
9380,Retail,18,20.22,2,0,762,0,1
9381,Retail,11,42.11,1,0,682,0,0
9382,Consulting,15,22.19,2,0,642,1,0
9383,Consulting,21,12.3,4,0,685,0,0
9384,Tech,22,27.6,7,0,833,0,0
9385,Manufacturing,7,42.08,3,0,615,0,0
9386,Manufacturing,18,21.94,4,0,671,0,0
9387,Healthcare,6,7.08,2,0,772,1,0
9388,Consulting,18,19.46,8,0,646,0,0
9389,Retail,16,47.75,6,0,732,0,0
9390,Retail,2,4.07,6,0,745,0,0
9391,Healthcare,19,20.72,3,0,594,0,0
9392,Manufacturing,1,32.58,2,0,643,0,0
9393,Retail,11,4.39,6,0,647,0,0
9394,Manufacturing,20,17.58,8,0,726,0,1
9395,Healthcare,5,47.06,11,0,696,0,1
9396,Manufacturing,16,2.02,3,2,696,1,1
9397,Manufacturing,23,37.71,4,0,677,0,0
9398,Manufacturing,1,42.15,5,2,654,0,0
9399,Retail,19,14.21,6,2,768,0,0
9400,Tech,14,11.13,5,0,817,0,0
9401,Consulting,3,45.78,3,0,710,1,0
9402,Manufacturing,2,38.32,5,2,677,0,0
9403,Manufacturing,24,6.11,4,0,665,1,0
9404,Manufacturing,5,11.0,8,0,617,0,0
9405,Tech,17,31.26,8,0,695,0,0
9406,Healthcare,18,21.26,5,0,584,0,0
9407,Retail,1,25.46,7,0,719,0,0
9408,Tech,15,47.6,1,0,678,0,0
9409,Manufacturing,22,21.3,4,0,777,0,0
9410,Tech,9,44.14,3,0,716,0,0
9411,Tech,23,33.21,8,1,648,0,1
9412,Tech,5,6.52,4,0,745,1,0
9413,Healthcare,13,37.35,3,1,641,0,1
9414,Consulting,19,26.25,5,0,701,0,0
9415,Retail,24,11.64,5,2,667,0,0
9416,Healthcare,10,14.83,2,1,731,0,1
9417,Healthcare,20,28.09,4,0,688,0,0
9418,Consulting,21,30.28,5,1,652,0,1
9419,Healthcare,14,48.42,2,2,726,1,1
9420,Tech,22,42.81,6,0,721,0,1
9421,Tech,21,10.69,4,0,754,0,0
9422,Manufacturing,12,38.81,4,0,697,0,0
9423,Healthcare,11,0.91,5,0,712,0,0
9424,Manufacturing,23,6.93,5,0,746,0,0
9425,Retail,7,10.39,6,0,761,1,0
9426,Tech,17,30.06,7,0,660,0,1
9427,Retail,18,10.14,7,0,680,0,0
9428,Consulting,7,18.58,5,0,801,1,0
9429,Tech,24,12.52,0,0,732,0,0
9430,Retail,20,17.2,5,0,727,0,0
9431,Consulting,6,47.15,6,0,577,0,0
9432,Retail,11,49.87,1,1,633,0,0
9433,Consulting,12,34.44,5,0,701,0,0
9434,Consulting,16,28.83,4,0,748,1,0
9435,Tech,19,35.57,8,2,625,0,0
9436,Manufacturing,23,38.7,6,0,650,0,0
9437,Consulting,19,37.08,2,0,664,0,0
9438,Consulting,11,4.55,7,0,707,0,0
9439,Tech,16,15.86,5,1,714,1,0
9440,Manufacturing,23,17.5,3,0,746,0,1
9441,Healthcare,12,18.78,6,0,659,0,0
9442,Healthcare,8,17.54,6,0,651,0,0
9443,Manufacturing,3,39.46,12,1,645,1,0
9444,Retail,2,37.51,4,0,648,0,0
9445,Tech,6,0.73,5,0,660,1,0
9446,Manufacturing,16,15.17,4,0,732,0,0
9447,Healthcare,20,31.37,3,0,691,1,0
9448,Consulting,24,6.45,8,2,667,0,0
9449,Healthcare,15,4.02,7,0,688,0,0
9450,Consulting,14,41.51,2,0,705,0,0
9451,Tech,2,22.91,10,1,721,0,1
9452,Consulting,20,42.86,6,1,645,0,0
9453,Manufacturing,18,41.27,4,0,691,0,1
9454,Consulting,14,44.72,3,0,730,0,1
9455,Retail,18,2.89,4,1,751,0,0
9456,Manufacturing,2,9.71,4,0,678,0,0
9457,Tech,1,15.16,4,0,686,0,0
9458,Manufacturing,20,7.24,6,0,680,0,1
9459,Retail,2,24.53,3,0,710,0,0
9460,Tech,9,40.05,7,0,756,0,0
9461,Healthcare,9,47.58,7,0,623,0,0
9462,Retail,16,44.53,5,0,745,1,1
9463,Tech,11,23.14,4,1,761,0,0
9464,Consulting,23,32.01,6,0,706,0,0
9465,Manufacturing,6,11.92,3,1,697,0,0
9466,Tech,12,20.45,6,0,709,0,1
9467,Manufacturing,3,43.62,3,0,678,0,0
9468,Consulting,12,1.95,2,0,648,1,0
9469,Tech,23,26.87,3,1,636,0,1
9470,Healthcare,1,43.7,3,0,632,0,0
9471,Retail,9,6.54,0,0,715,0,0
9472,Tech,20,49.14,4,0,618,0,0
9473,Consulting,22,1.11,5,2,727,0,0
9474,Tech,6,44.36,3,0,704,0,1
9475,Manufacturing,11,18.01,4,1,765,1,0
9476,Tech,3,7.07,11,0,586,1,0
9477,Healthcare,4,8.29,5,0,710,0,0
9478,Tech,10,35.21,9,1,654,1,0
9479,Retail,19,43.6,1,0,773,0,0
9480,Tech,6,32.23,3,1,663,0,1
9481,Manufacturing,1,46.47,4,0,650,0,0
9482,Tech,8,42.2,3,0,700,0,0
9483,Healthcare,8,0.95,0,0,665,0,0
9484,Consulting,6,33.64,6,1,707,0,0
9485,Tech,17,15.58,4,1,752,0,1
9486,Tech,19,23.0,5,1,660,0,0
9487,Retail,1,5.15,6,0,749,0,0
9488,Healthcare,15,14.46,7,0,710,1,0
9489,Consulting,13,31.82,6,1,733,0,1
9490,Manufacturing,21,11.31,2,0,680,0,0
9491,Tech,3,32.55,5,0,721,0,0
9492,Consulting,2,46.19,4,1,696,0,1
9493,Manufacturing,3,0.74,12,2,725,0,1
9494,Healthcare,9,39.4,4,1,734,0,1
9495,Healthcare,16,32.25,7,0,713,0,0
9496,Consulting,24,2.81,5,0,769,0,0
9497,Manufacturing,13,39.61,8,1,626,0,0
9498,Healthcare,19,11.61,6,0,615,0,0
9499,Consulting,18,13.66,7,1,709,0,0
9500,Healthcare,21,5.13,4,0,560,1,0
9501,Healthcare,12,26.95,5,0,645,0,0
9502,Healthcare,12,25.16,3,0,771,0,0
9503,Retail,1,17.69,2,0,643,0,0
9504,Manufacturing,20,8.85,3,0,762,0,0
9505,Consulting,8,41.98,4,0,793,0,0
9506,Consulting,17,43.88,6,0,742,0,1
9507,Manufacturing,21,27.26,6,1,745,0,0
9508,Manufacturing,20,12.59,9,0,588,0,0
9509,Manufacturing,22,5.26,8,0,699,0,0
9510,Manufacturing,7,43.49,5,0,682,0,1
9511,Tech,9,5.25,3,0,672,0,0
9512,Consulting,17,1.15,4,0,744,0,0
9513,Tech,10,23.74,5,0,743,0,1
9514,Healthcare,4,36.7,6,1,662,0,0
9515,Healthcare,22,23.15,4,1,651,0,0
9516,Consulting,7,3.04,5,0,620,0,0
9517,Healthcare,7,34.66,0,0,733,0,0
9518,Manufacturing,8,32.3,7,2,664,0,1
9519,Tech,24,34.24,8,0,710,0,1
9520,Manufacturing,24,10.95,5,1,660,0,1
9521,Healthcare,8,39.89,5,0,682,0,0
9522,Tech,16,24.22,3,1,718,0,1
9523,Manufacturing,12,27.05,4,0,780,0,1
9524,Consulting,15,27.52,5,1,652,0,0
9525,Manufacturing,8,14.7,0,0,652,0,0
9526,Healthcare,22,12.88,4,0,669,0,0
9527,Tech,9,0.74,6,0,713,0,0
9528,Consulting,3,20.13,6,0,727,0,0
9529,Tech,22,24.51,3,1,694,0,0
9530,Consulting,21,37.27,5,1,698,0,0
9531,Tech,16,3.8,10,1,589,0,0
9532,Healthcare,15,46.24,3,0,672,0,0
9533,Consulting,24,13.57,7,2,684,0,0
9534,Retail,4,18.65,1,0,700,0,0
9535,Tech,20,2.89,5,0,579,0,0
9536,Tech,16,32.83,6,0,746,0,1
9537,Manufacturing,10,35.59,7,0,642,1,0
9538,Consulting,11,46.48,4,0,745,0,1
9539,Retail,5,17.17,3,0,722,0,0
9540,Healthcare,11,13.24,6,0,648,1,0
9541,Manufacturing,13,36.44,6,0,628,0,0
9542,Retail,15,35.49,3,0,760,0,0
9543,Consulting,6,46.89,4,2,716,0,1
9544,Retail,16,10.66,7,0,662,0,0
9545,Tech,15,35.41,10,0,632,0,0
9546,Tech,11,3.81,8,1,690,0,0
9547,Manufacturing,20,24.28,6,0,774,1,0
9548,Consulting,2,6.41,4,0,672,0,0
9549,Consulting,2,32.83,3,0,716,1,1
9550,Retail,12,30.27,7,1,651,0,0
9551,Manufacturing,16,2.92,6,1,696,0,0
9552,Consulting,19,16.32,3,0,680,1,0
9553,Tech,2,20.05,5,0,661,0,1
9554,Retail,17,12.78,5,0,640,0,0
9555,Healthcare,14,2.41,7,0,625,0,0
9556,Tech,24,16.28,5,0,763,1,0
9557,Manufacturing,16,39.73,6,0,741,0,0
9558,Consulting,5,18.33,4,0,651,1,1
9559,Tech,10,16.51,8,0,808,0,0
9560,Healthcare,17,47.12,5,1,735,1,0
9561,Healthcare,13,2.56,5,1,629,0,0
9562,Manufacturing,16,38.48,2,1,666,0,0
9563,Tech,9,24.41,2,1,665,0,1
9564,Retail,24,47.25,2,0,714,1,0
9565,Tech,4,19.98,3,0,661,0,0
9566,Healthcare,24,35.55,2,0,714,0,1
9567,Manufacturing,16,3.96,3,0,740,1,0
9568,Manufacturing,23,46.47,8,1,676,1,0
9569,Retail,11,17.55,3,0,609,0,0
9570,Manufacturing,7,26.44,6,1,805,0,0
9571,Manufacturing,17,7.35,0,0,737,0,0
9572,Manufacturing,22,47.31,1,0,667,0,0
9573,Manufacturing,13,33.81,4,0,727,0,0
9574,Manufacturing,4,3.17,2,0,814,1,0
9575,Healthcare,14,8.18,3,2,656,0,0
9576,Tech,10,20.29,7,0,645,0,0
9577,Consulting,10,11.23,7,0,735,0,1
9578,Manufacturing,10,15.58,4,0,635,0,0
9579,Consulting,12,49.88,1,0,642,0,0
9580,Consulting,2,33.1,9,0,719,0,0
9581,Healthcare,23,46.15,4,0,705,0,1
9582,Manufacturing,9,22.07,6,1,634,0,0
9583,Consulting,5,35.66,2,0,763,0,1
9584,Manufacturing,8,23.25,6,2,610,0,1
9585,Retail,21,16.75,2,0,657,0,0
9586,Retail,14,26.2,5,0,691,0,0
9587,Retail,7,21.65,4,0,721,0,1
9588,Consulting,7,49.04,1,0,707,0,0
9589,Retail,9,25.06,6,0,656,0,0
9590,Healthcare,3,40.65,8,1,666,0,0
9591,Healthcare,14,33.51,3,0,674,0,0
9592,Consulting,17,24.24,8,0,737,0,1
9593,Manufacturing,18,23.97,2,0,635,0,0
9594,Tech,12,17.42,4,0,671,0,0
9595,Manufacturing,22,5.8,7,0,658,0,0
9596,Manufacturing,14,38.19,4,0,805,0,0
9597,Manufacturing,13,45.95,5,0,631,1,0
9598,Manufacturing,14,11.29,11,0,662,0,0
9599,Tech,9,46.32,8,0,656,1,0
9600,Retail,19,12.0,4,1,635,0,0
9601,Manufacturing,2,26.74,3,2,747,0,0
9602,Healthcare,11,17.51,3,0,668,1,0
9603,Consulting,17,6.17,5,0,850,0,0
9604,Consulting,2,3.12,5,0,659,0,0
9605,Healthcare,19,18.58,6,0,698,0,1
9606,Manufacturing,7,2.84,4,2,678,0,0
9607,Tech,18,5.66,2,0,656,0,0
9608,Retail,13,7.54,4,1,638,0,0
9609,Consulting,5,0.59,4,0,797,0,0
9610,Retail,18,8.09,2,0,687,0,1
9611,Tech,23,29.08,5,0,708,1,0
9612,Consulting,24,41.07,4,1,664,1,0
9613,Retail,24,10.07,3,2,744,0,0
9614,Tech,16,4.5,7,0,673,0,1
9615,Retail,15,36.61,5,0,705,0,0
9616,Manufacturing,8,0.9,3,0,752,0,0
9617,Tech,15,36.84,6,1,736,1,1
9618,Retail,1,6.99,4,0,817,0,0
9619,Manufacturing,17,11.8,8,0,702,0,0
9620,Manufacturing,15,6.44,4,0,791,0,1
9621,Tech,14,12.74,5,0,697,1,0
9622,Healthcare,14,40.01,3,0,681,0,1
9623,Consulting,10,7.06,5,0,681,1,0
9624,Tech,2,49.71,3,1,754,0,0
9625,Manufacturing,6,16.69,7,0,655,0,0
9626,Manufacturing,17,46.14,3,0,649,0,0
9627,Tech,5,9.91,3,0,687,1,1
9628,Healthcare,5,9.8,7,0,657,0,0
9629,Consulting,15,28.48,2,0,695,1,0
9630,Retail,15,3.0,4,0,741,0,0
9631,Tech,20,40.15,6,0,640,0,0
9632,Consulting,11,22.26,6,0,774,0,1
9633,Consulting,5,35.11,3,0,677,0,0
9634,Manufacturing,1,9.14,2,1,687,1,0
9635,Retail,11,32.3,4,0,574,0,0
9636,Tech,11,29.91,6,0,656,0,0
9637,Manufacturing,6,37.91,1,1,604,0,0
9638,Manufacturing,23,15.22,0,0,770,0,0
9639,Healthcare,8,46.69,4,0,771,1,1
9640,Consulting,2,48.08,3,0,686,0,0
9641,Tech,15,43.47,8,0,687,1,1
9642,Tech,23,28.82,7,0,650,0,0
9643,Tech,22,21.3,5,0,715,0,0
9644,Manufacturing,9,3.37,3,0,714,1,0
9645,Healthcare,15,47.39,6,0,694,0,0
9646,Retail,8,47.61,5,2,642,0,0
9647,Manufacturing,16,1.43,8,0,697,0,0
9648,Retail,14,18.17,4,0,714,1,0
9649,Healthcare,15,44.06,4,2,687,0,0
9650,Consulting,20,4.5,2,0,733,0,0
9651,Tech,13,10.23,7,0,641,0,0
9652,Retail,9,48.94,4,0,769,0,1
9653,Manufacturing,1,42.44,6,0,630,1,0
9654,Retail,6,45.65,7,0,725,0,0
9655,Consulting,8,7.54,0,0,708,0,0
9656,Tech,20,10.96,9,0,817,0,0
9657,Retail,18,30.47,1,1,655,1,0
9658,Consulting,18,25.34,5,1,599,0,0
9659,Manufacturing,17,15.28,6,0,566,0,1
9660,Healthcare,21,44.25,6,2,698,0,0
9661,Manufacturing,16,45.12,7,0,762,0,1
9662,Tech,13,14.94,4,0,756,1,0
9663,Manufacturing,22,8.21,2,0,733,0,0
9664,Manufacturing,4,7.88,3,0,731,0,0
9665,Manufacturing,4,24.48,6,1,715,0,0
9666,Manufacturing,21,7.08,7,0,820,0,1
9667,Tech,14,23.93,8,0,711,0,0
9668,Consulting,5,23.37,3,0,750,0,0
9669,Retail,16,44.26,2,1,686,0,1
9670,Healthcare,14,15.16,3,0,664,0,0
9671,Retail,14,28.25,5,1,666,0,0
9672,Retail,14,37.3,4,0,781,1,0
9673,Healthcare,24,30.0,5,1,692,1,0
9674,Tech,14,47.73,7,0,770,0,1
9675,Healthcare,19,30.31,1,0,621,0,1
9676,Tech,3,45.14,5,2,640,0,0
9677,Retail,17,12.63,4,1,688,0,0
9678,Tech,14,28.26,3,0,601,1,0
9679,Consulting,10,27.39,5,0,735,1,0
9680,Healthcare,13,49.48,5,0,708,0,0
9681,Consulting,22,10.62,7,0,657,1,0
9682,Retail,4,7.48,8,0,734,0,0
9683,Healthcare,11,30.78,6,0,606,0,0
9684,Retail,15,11.57,2,0,677,0,0
9685,Consulting,15,32.14,4,0,737,0,0
9686,Retail,24,48.64,8,0,639,1,1
9687,Healthcare,2,47.35,4,2,647,0,0
9688,Healthcare,11,11.94,5,1,687,0,0
9689,Retail,2,8.96,4,0,847,0,0
9690,Healthcare,23,28.26,4,0,732,0,0
9691,Healthcare,5,29.55,4,0,725,0,0
9692,Retail,13,33.28,6,2,656,0,0
9693,Consulting,1,37.2,6,0,713,0,0
9694,Healthcare,7,30.25,5,0,655,0,0
9695,Healthcare,7,6.03,6,0,755,0,0
9696,Healthcare,10,39.61,7,0,726,0,0
9697,Healthcare,6,4.44,6,0,716,0,0
9698,Retail,20,1.49,6,1,737,0,0
9699,Consulting,12,38.6,2,0,776,0,0
9700,Consulting,13,27.64,7,1,751,0,0
9701,Tech,24,35.08,7,0,816,0,0
9702,Healthcare,11,19.45,4,0,727,0,0
9703,Healthcare,18,1.05,6,0,714,0,0
9704,Tech,2,16.89,5,0,729,0,0
9705,Consulting,16,30.6,5,2,753,1,0
9706,Manufacturing,2,11.67,5,0,650,0,0
9707,Manufacturing,19,34.55,4,0,694,0,0
9708,Consulting,6,39.82,4,0,656,0,0
9709,Healthcare,1,22.99,7,1,618,0,0
9710,Manufacturing,11,43.85,4,0,647,0,0
9711,Retail,18,42.81,4,2,644,0,0
9712,Retail,10,43.96,8,0,720,0,0
9713,Tech,18,33.22,5,1,670,0,1
9714,Consulting,1,15.59,2,1,790,0,0
9715,Consulting,19,24.32,4,0,682,0,0
9716,Manufacturing,16,35.67,6,1,631,0,0
9717,Healthcare,7,10.92,7,0,761,0,0
9718,Consulting,15,37.07,3,0,669,0,0
9719,Manufacturing,1,27.63,6,0,749,0,0
9720,Manufacturing,23,5.25,8,1,723,0,0
9721,Consulting,21,28.09,5,0,623,0,0
9722,Manufacturing,9,3.81,3,1,671,0,0
9723,Tech,2,1.21,6,1,670,0,0
9724,Tech,17,44.54,8,0,643,0,1
9725,Consulting,24,24.75,6,1,654,0,0
9726,Healthcare,10,27.39,8,2,680,0,1
9727,Tech,6,14.36,5,0,661,0,0
9728,Tech,5,27.37,4,0,709,0,0
9729,Consulting,8,8.86,3,1,576,1,0
9730,Retail,8,37.41,4,2,700,1,1
9731,Manufacturing,5,41.26,2,0,672,1,0
9732,Tech,12,42.87,4,0,730,0,1
9733,Retail,7,5.78,4,0,649,0,0
9734,Healthcare,13,28.11,5,0,707,0,0
9735,Retail,13,40.53,6,2,651,0,0
9736,Consulting,17,6.85,8,0,759,1,0
9737,Healthcare,4,5.43,11,2,773,0,0
9738,Healthcare,18,40.94,5,2,694,0,0
9739,Retail,10,39.94,2,1,655,0,1
9740,Consulting,3,22.71,6,0,694,0,0
9741,Tech,12,5.93,5,0,651,0,0
9742,Retail,1,26.05,3,0,646,1,0
9743,Tech,11,20.04,3,0,745,0,0
9744,Retail,18,26.17,4,0,734,0,1
9745,Tech,13,22.27,4,0,598,0,0
9746,Retail,17,28.64,2,0,719,0,0
9747,Healthcare,8,36.49,5,0,786,0,0
9748,Manufacturing,20,38.86,6,0,635,0,0
9749,Healthcare,19,32.62,7,2,643,0,0
9750,Tech,17,10.35,8,2,723,0,0
9751,Consulting,2,20.16,8,1,841,0,0
9752,Healthcare,3,4.03,8,0,701,0,0
9753,Manufacturing,3,22.86,3,0,689,0,0
9754,Tech,6,48.53,3,0,782,0,0
9755,Healthcare,10,32.27,7,2,709,0,1
9756,Retail,24,8.15,5,0,724,0,0
9757,Consulting,22,13.79,5,1,731,0,0
9758,Tech,18,3.7,7,0,780,0,0
9759,Healthcare,18,9.53,8,0,679,0,0
9760,Tech,14,24.65,4,0,750,0,0
9761,Retail,16,17.57,6,0,603,0,0
9762,Manufacturing,7,10.6,1,0,635,0,0
9763,Healthcare,1,7.76,3,0,784,0,0
9764,Tech,17,32.98,8,0,585,0,0
9765,Tech,23,28.13,2,2,672,0,1
9766,Tech,5,42.21,6,1,694,0,1
9767,Manufacturing,1,9.57,5,2,650,0,0
9768,Tech,21,42.48,7,0,823,0,0
9769,Consulting,17,29.11,5,0,762,0,0
9770,Consulting,10,13.68,5,0,668,0,0
9771,Tech,12,14.04,5,0,650,1,0
9772,Consulting,20,19.82,7,1,756,0,0
9773,Healthcare,2,23.28,6,2,660,0,1
9774,Consulting,23,4.58,2,0,752,0,0
9775,Tech,16,42.18,4,0,730,1,1
9776,Retail,15,6.52,2,2,671,0,0
9777,Healthcare,13,24.43,8,0,705,1,1
9778,Manufacturing,18,19.46,4,0,711,0,0
9779,Tech,20,25.86,8,0,733,0,0
9780,Manufacturing,22,44.43,7,1,564,0,0
9781,Retail,14,49.46,2,0,726,0,1
9782,Manufacturing,18,1.5,9,1,692,0,1
9783,Tech,2,19.97,6,0,717,0,0
9784,Tech,2,40.97,5,2,706,0,1
9785,Retail,3,16.67,3,0,714,1,0
9786,Tech,5,32.63,9,0,731,0,0
9787,Retail,16,49.62,8,0,685,0,1
9788,Retail,22,32.52,9,1,623,0,0
9789,Tech,15,6.0,8,0,682,1,0
9790,Consulting,12,42.23,4,0,800,0,1
9791,Retail,9,48.35,5,1,597,0,1
9792,Tech,14,35.77,10,2,623,0,1
9793,Consulting,21,21.24,8,0,679,0,0
9794,Retail,16,47.45,7,0,641,0,0
9795,Consulting,11,48.44,7,0,777,0,0
9796,Healthcare,6,46.79,6,1,703,0,1
9797,Healthcare,10,20.89,5,0,672,0,0
9798,Consulting,8,39.59,5,1,627,0,1
9799,Retail,16,32.88,4,0,631,0,0
9800,Tech,3,9.4,3,0,733,0,0
9801,Manufacturing,2,27.01,8,0,675,0,1
9802,Tech,16,37.51,5,1,582,0,1
9803,Manufacturing,19,44.85,4,0,724,0,0
9804,Manufacturing,9,43.2,3,0,742,0,0
9805,Retail,16,8.16,4,1,573,0,0
9806,Consulting,22,24.66,6,0,657,0,0
9807,Tech,4,24.17,6,0,746,0,0
9808,Consulting,10,44.99,1,1,707,0,1
9809,Healthcare,19,0.6,7,0,704,1,0
9810,Retail,13,37.07,2,0,762,0,0
9811,Retail,18,31.12,3,0,723,1,0
9812,Healthcare,15,46.12,2,0,750,0,1
9813,Tech,4,23.12,3,0,683,0,0
9814,Healthcare,9,33.05,5,0,763,0,0
9815,Tech,4,48.65,4,1,718,0,1
